time,settimanale,mensile,spot,signal,numerical,x_num,valid
149,2,0,-1,5.768367285373083,7.278686894773608,0.0,1
150,3,0,-1,6.558394483045384,9.35217062769901,0.0,1
151,4,0,-1,4.577399663412194,5.412548182707953,0.0,1
152,5,0,-1,9.28859513906449,6.793383596117666,0.0,1
153,6,1,-1,9.195645177141095,7.947845881784543,0.0,1
154,0,1,-1,6.164524914882128,4.484852208994176,0.0,1
155,1,1,-1,8.007783408743903,5.664627882341305,0.0,1
156,2,1,-1,5.745280178039416,9.504845163223981,0.0,1
157,3,1,-1,4.849810699984439,9.55378166954961,0.0,1
158,4,1,-1,4.110368384211877,9.00385327977984,0.0,1
159,5,1,-1,7.278686894773608,7.374097915053871,0.0,1
160,6,1,-1,9.35217062769901,5.064365026671319,0.0,1
161,0,1,-1,5.412548182707953,4.522371426093411,0.0,1
162,1,1,-1,6.793383596117666,4.2328763618420915,0.0,1
163,2,1,-1,7.947845881784543,8.24343311434718,0.0,1
164,3,1,-1,4.484852208994176,8.733412239718152,0.0,1
165,4,1,-1,5.664627882341305,8.228016512058828,0.0,1
166,5,1,-1,9.504845163223981,8.165316850279078,0.0,1
167,6,1,-1,9.55378166954961,7.412063431933863,0.0,1
168,0,1,-1,9.00385327977984,4.323781834284015,0.0,1
169,1,1,-1,7.374097915053871,5.614871311613842,0.0,1
170,2,1,-1,5.064365026671319,8.149447982248484,0.0,1
171,3,1,-1,4.522371426093411,8.132946251159481,0.0,1
172,4,1,-1,4.2328763618420915,7.315741044080605,0.0,1
173,5,1,-1,8.24343311434718,6.567812098644821,0.0,1
174,6,1,-1,8.733412239718152,6.642998257951946,0.0,1
175,0,1,-1,8.228016512058828,5.42816110532195,0.0,1
176,1,1,-1,8.165316850279078,3.8396185277957318,0.0,1
177,2,1,-1,7.412063431933863,7.58630535187026,0.0,1
178,3,1,-1,4.323781834284015,8.753473147648657,0.0,1
179,4,1,-1,5.614871311613842,8.02616673250743,0.0,1
180,5,1,-1,8.149447982248484,6.8088699511285276,0.0,1
181,6,2,-1,8.132946251159481,5.074120455998297,0.0,1
182,0,2,-1,7.315741044080605,5.622211351440165,0.0,1
183,1,2,-1,6.567812098644821,3.8160650135649914,0.0,1
184,2,2,-1,6.642998257951946,7.175757547715672,0.0,1
185,3,2,-1,5.42816110532195,9.022903913826559,0.0,1
186,4,2,-1,3.8396185277957318,6.428041847162282,0.0,1
187,5,2,-1,7.58630535187026,7.08541175456782,0.0,1
188,6,2,-1,8.753473147648657,5.946859347731871,0.0,1
189,0,2,-1,8.02616673250743,6.89686009900393,0.0,1
190,1,2,-1,6.8088699511285276,14.203712263351488,0.0,1
191,2,2,-1,5.074120455998297,18.063574703706085,0.0,1
192,3,2,-1,5.622211351440165,16.80687319949311,0.0,1
193,4,2,-1,3.8160650135649914,17.930809156753483,0.0,1
194,5,2,-1,7.175757547715672,14.420221189111366,0.0,1
195,6,2,-1,9.022903913826559,15.488070600686038,0.0,1
196,0,2,-1,6.428041847162282,15.414178936296967,0.0,1
197,1,2,-1,7.08541175456782,6.01517792188273,0.0,1
198,2,2,-1,5.946859347731871,10.010391590447464,0.0,1
199,3,2,-1,6.89686009900393,7.031782360861112,0.0,1
200,4,2,0,14.203712263351488,6.9972037385341235,0.0,1
201,5,3,0,18.063574703706085,6.875429069384614,0.0,1
202,6,3,0,16.80687319949311,5.175773592312228,0.0,1
203,0,3,0,17.930809156753483,3.982622528749867,0.0,1
204,1,3,0,14.420221189111366,4.830376488961958,0.0,1
205,2,3,0,15.488070600686038,6.991371260777923,0.0,1
206,3,3,0,15.414178936296967,7.6461291138919085,0.0,1
207,4,3,-1,6.01517792188273,6.041797972554297,0.0,1
208,5,3,-1,10.010391590447464,6.90131055717301,0.0,1
209,6,3,-1,7.031782360861112,5.035259739430098,0.0,1
210,0,3,-1,6.9972037385341235,4.770508032548214,0.0,1
211,1,4,-1,6.875429069384614,3.33924639507108,0.0,1
212,2,4,-1,5.175773592312228,8.19574215432646,0.0,1
213,3,4,-1,3.982622528749867,7.953890967664773,0.0,1
214,4,4,-1,4.830376488961958,7.008191630379215,0.0,1
215,5,4,-1,6.991371260777923,6.151099751620278,0.0,1
216,6,4,-1,7.6461291138919085,6.104914854761462,0.0,1
217,0,4,-1,6.041797972554297,4.707167879637455,0.0,1
218,1,4,-1,6.90131055717301,3.6960180558533993,0.0,1
219,2,4,-1,5.035259739430098,6.79768306131494,0.0,1
220,3,4,-1,4.770508032548214,9.441021174618802,0.0,1
221,4,4,-1,3.33924639507108,5.988604936533324,0.0,1
222,5,4,-1,8.19574215432646,5.9481671536846035,0.0,1
223,6,4,-1,7.953890967664773,3.2551469409584453,0.0,1
224,0,4,-1,7.008191630379215,5.1512003418602275,0.0,1
225,1,4,-1,6.151099751620278,2.3716666256441847,0.0,1
226,2,4,-1,6.104914854761462,7.4926930071422255,0.0,1
227,3,4,-1,4.707167879637455,6.856407168445604,0.0,1
228,4,4,-1,3.6960180558533993,5.921176357958948,0.0,1
229,5,4,-1,6.79768306131494,4.476390874884916,0.0,1
230,6,4,-1,9.441021174618802,3.917337504224924,0.0,1
231,0,4,-1,5.988604936533324,5.848006395607558,0.0,1
232,1,4,-1,5.9481671536846035,3.599515052357151,0.0,1
233,2,4,-1,3.2551469409584453,6.783494204606328,0.0,1
234,3,4,-1,5.1512003418602275,6.846596643707312,0.0,1
235,4,4,-1,2.3716666256441847,6.826780653395747,0.0,1
236,5,4,-1,7.4926930071422255,6.625914583142471,0.0,1
237,6,4,-1,6.856407168445604,4.8285935204723645,0.0,1
238,0,4,-1,5.921176357958948,3.5174997099687424,0.0,1
239,1,4,-1,4.476390874884916,3.578787422578682,0.0,1
240,2,4,-1,3.917337504224924,5.3850003370738,0.0,1
241,3,4,-1,5.848006395607558,7.088524056479933,0.0,1
242,4,4,-1,3.599515052357151,5.998729761058359,0.0,1
243,5,4,-1,6.783494204606328,3.6683925621493048,0.0,1
244,6,0,-1,6.846596643707312,5.619170875275151,0.0,1
245,0,0,-1,6.826780653395747,1.9749448607099809,0.0,1
246,1,0,-1,6.625914583142471,3.2241210838443704,0.0,1
247,2,0,-1,4.8285935204723645,7.22032709625983,0.0,1
248,3,0,-1,3.5174997099687424,7.155048448773999,0.0,1
249,4,0,-1,3.578787422578682,5.337197981183472,0.0,1
250,5,0,-1,5.3850003370738,5.805632539575541,0.0,1
251,6,0,-1,7.088524056479933,3.888984545757311,0.0,1
252,0,0,-1,5.998729761058359,5.431234836737341,0.0,1
253,1,0,-1,3.6683925621493048,4.6695278352294585,0.0,1
254,2,0,-1,5.619170875275151,6.723395119166562,0.0,1
255,3,0,-1,1.9749448607099809,7.9744328595076475,0.0,1
256,4,0,-1,3.2241210838443704,7.456246404049582,0.0,1
257,5,0,-1,7.22032709625983,6.703256831192648,0.0,1
258,6,0,-1,7.155048448773999,2.7749927722989343,0.0,1
259,0,0,-1,5.337197981183472,4.027169200915877,0.0,1
260,1,0,-1,5.805632539575541,2.424779457360658,0.0,1
261,2,0,-1,3.888984545757311,3.767725176057365,0.0,1
262,3,0,-1,5.431234836737341,6.510157522112651,0.0,1
263,4,0,-1,4.6695278352294585,5.734723471774877,0.0,1
264,5,0,-1,6.723395119166562,4.264973673306779,0.0,1
265,6,0,-1,7.9744328595076475,5.270706905555162,0.0,1
266,0,0,-1,7.456246404049582,3.734350764804357,0.0,1
267,1,0,-1,6.703256831192648,2.303727380995275,0.0,1
268,2,0,-1,2.7749927722989343,6.314866417369077,0.0,1
269,3,0,-1,4.027169200915877,6.972264584044265,0.0,1
270,4,0,-1,2.424779457360658,6.911278302398675,0.0,1
271,5,0,-1,3.767725176057365,4.425376463414289,0.0,1
272,6,0,-1,6.510157522112651,6.170076739580163,0.0,1
273,0,0,-1,5.734723471774877,5.322455320533697,0.0,1
274,1,0,-1,4.264973673306779,1.8146390170910942,0.0,1
275,2,1,-1,5.270706905555162,6.140694272529618,0.0,1
276,3,1,-1,3.734350764804357,7.4057553809500885,0.0,1
277,4,1,-1,2.303727380995275,4.131961345723815,0.0,1
278,5,1,-1,6.314866417369077,4.639612579038737,0.0,1
279,6,1,-1,6.972264584044265,4.453562103582065,0.0,1
280,0,1,-1,6.911278302398675,3.4618702875360783,0.0,1
281,1,1,-1,4.425376463414289,3.1519232235439643,0.0,1
282,2,1,-1,6.170076739580163,6.513439197433338,0.0,1
283,3,1,-1,5.322455320533697,5.645812089848605,0.0,1
284,4,1,-1,1.8146390170910942,4.412127665537114,0.0,1
285,5,1,-1,6.140694272529618,3.917216462133389,0.0,1
286,6,1,-1,7.4057553809500885,3.7566047705053447,0.0,1
287,0,1,-1,4.131961345723815,3.004843628143646,0.0,1
288,1,1,-1,4.639612579038737,2.309502417761607,0.0,1
289,2,1,-1,4.453562103582065,5.817857129007004,0.0,1
290,3,1,-1,3.4618702875360783,16.018662216501383,0.0,1
291,4,1,-1,3.1519232235439643,14.846467631746304,0.0,1
292,5,1,-1,6.513439197433338,15.80572093343308,0.0,1
293,6,1,-1,5.645812089848605,13.196770827045444,0.0,1
294,0,1,-1,4.412127665537114,13.419884146190212,0.0,1
295,1,1,-1,3.917216462133389,12.19038443757537,0.0,1
296,2,1,-1,3.7566047705053447,15.523799777795634,0.0,1
297,3,1,-1,3.004843628143646,6.215910375644355,0.0,1
298,4,1,-1,2.309502417761607,5.360576859058243,0.0,1
299,5,1,-1,5.817857129007004,5.63925090777251,0.0,1
300,6,1,0,16.018662216501383,3.164397072233798,0.0,1
301,0,1,0,14.846467631746304,4.510614276747453,0.0,1
302,1,1,0,15.80572093343308,2.896238564185372,0.0,1
303,2,2,0,13.196770827045444,5.3184165593549135,0.0,1
304,3,2,0,13.419884146190212,5.369702967895737,0.0,1
305,4,2,0,12.19038443757537,3.7434159989616713,0.0,1
306,5,2,0,15.523799777795634,3.8942936142902376,0.0,1
307,6,2,-1,6.215910375644355,2.5380706669866555,0.0,1
308,0,2,-1,5.360576859058243,3.8684568545730507,0.0,1
309,1,2,-1,5.63925090777251,3.559088529531838,0.0,1
310,2,2,-1,3.164397072233798,3.7999659096351737,0.0,1
311,3,2,-1,4.510614276747453,4.402918555421805,0.0,1
312,4,2,-1,2.896238564185372,4.855603601840483,0.0,1
313,5,2,-1,5.3184165593549135,4.011052483075777,0.0,1
314,6,2,-1,5.369702967895737,2.6117051167447647,0.0,1
315,0,2,-1,3.7434159989616713,3.2631225079519464,0.0,1
316,1,2,-1,3.8942936142902376,2.252993025492219,0.0,1
317,2,2,-1,2.5380706669866555,5.8392172407061365,0.0,1
318,3,2,-1,3.8684568545730507,6.485243448920681,0.0,1
319,4,2,-1,3.559088529531838,4.678276593907684,0.0,1
320,5,2,-1,3.7999659096351737,5.837954479547964,0.0,1
321,6,2,-1,4.402918555421805,4.46069067087468,0.0,1
322,0,2,-1,4.855603601840483,3.8389749449220534,0.0,1
323,1,3,-1,4.011052483075777,2.4652927697750426,0.0,1
324,2,3,-1,2.6117051167447647,5.93836806510992,0.0,1
325,3,3,-1,3.2631225079519464,5.284486240733053,0.0,1
326,4,3,-1,2.252993025492219,4.272409990230308,0.0,1
327,5,3,-1,5.8392172407061365,4.482323343268984,0.0,1
328,6,3,-1,6.485243448920681,3.2923269951305483,0.0,1
329,0,3,-1,4.678276593907684,2.9575918631829907,0.0,1
330,1,3,-1,5.837954479547964,2.925127809329267,0.0,1
331,2,3,-1,4.46069067087468,3.2879407541626025,0.0,1
332,3,3,-1,3.8389749449220534,4.7023078237697185,0.0,1
333,4,4,-1,2.4652927697750426,5.071355844215842,0.0,1
334,5,4,-1,5.93836806510992,4.5890084242689735,0.0,1
335,6,4,-1,5.284486240733053,3.4631431114272306,0.0,1
336,0,4,-1,4.272409990230308,1.4041521427656252,0.0,1
337,1,4,-1,4.482323343268984,2.1040062077516115,0.0,1
338,2,4,-1,3.2923269951305483,4.282773350121369,0.0,1
339,3,4,-1,2.9575918631829907,4.506791513276786,0.0,1
340,4,4,-1,2.925127809329267,4.8201210135924395,0.0,1
341,5,4,-1,3.2879407541626025,2.7609554514340027,0.0,1
342,6,4,-1,4.7023078237697185,1.7774705304237217,0.0,1
343,0,4,-1,5.071355844215842,1.2701389115320794,0.0,1
344,1,4,-1,4.5890084242689735,1.6796738045126582,0.0,1
345,2,4,-1,3.4631431114272306,3.551030230496318,0.0,1
346,3,4,-1,1.4041521427656252,4.986464880621617,0.0,1
347,4,4,-1,2.1040062077516115,3.783468807198878,0.0,1
348,5,4,-1,4.282773350121369,2.686712485022159,0.0,1
349,6,4,-1,4.506791513276786,2.5917831396163273,0.0,1
350,0,4,-1,4.8201210135924395,2.473783172218548,0.0,1
351,1,4,-1,2.7609554514340027,1.7330054532503454,0.0,1
352,2,4,-1,1.7774705304237217,3.8532624271052933,0.0,1
353,3,4,-1,1.2701389115320794,3.5783195846099387,0.0,1
354,4,4,-1,1.6796738045126582,3.073256609773913,0.0,1
355,5,4,-1,3.551030230496318,3.543350550339743,0.0,1
356,6,4,-1,4.986464880621617,3.2363036717876716,0.0,1
357,0,4,-1,3.783468807198878,2.899912801688826,0.0,1
358,1,4,-1,2.686712485022159,1.9292223263740014,0.0,1
359,2,4,-1,2.5917831396163273,5.619831172046522,0.0,1
360,3,4,-1,2.473783172218548,5.903317774134976,0.0,1
361,4,4,-1,1.7330054532503454,3.0243303064288494,0.0,1
362,5,4,-1,3.8532624271052933,1.9046974587197902,0.0,1
363,6,4,-1,3.5783195846099387,2.0166327023109027,0.0,1
364,0,4,-1,3.073256609773913,1.6526692106972825,0.0,1
365,1,4,-1,3.543350550339743,1.5373173382853245,0.0,1
366,2,0,-1,3.2363036717876716,3.405891958278497,0.0,1
367,3,0,-1,2.899912801688826,5.214969147836774,0.0,1
368,4,0,-1,1.9292223263740014,1.8810962657794572,0.0,1
369,5,0,-1,5.619831172046522,1.7293403079008687,0.0,1
370,6,0,-1,5.903317774134976,4.399477577660079,0.0,1
371,0,0,-1,3.0243303064288494,1.6375732696517646,0.0,1
372,1,0,-1,1.9046974587197902,2.3371404030738265,0.0,1
373,2,0,-1,2.0166327023109027,2.9198837765543417,0.0,1
374,3,0,-1,1.6526692106972825,2.779885974229425,0.0,1
375,4,0,-1,1.5373173382853245,2.4334213468055457,0.0,1
376,5,0,-1,3.405891958278497,2.434575757127733,0.0,1
377,6,0,-1,5.214969147836774,3.0534235721995255,0.0,1
378,0,0,-1,1.8810962657794572,1.6269726558651607,0.0,1
379,1,0,-1,1.7293403079008687,0.9222026088365298,0.0,1
380,2,0,-1,4.399477577660079,2.486893820892191,0.0,1
381,3,0,-1,1.6375732696517646,3.2975203800902464,0.0,1
382,4,0,-1,2.3371404030738265,2.0456290434989635,0.0,1
383,5,0,-1,2.9198837765543417,2.1241390226488086,0.0,1
384,6,0,-1,2.779885974229425,0.9764322055421555,0.0,1
385,0,0,-1,2.4334213468055457,1.7424992619666408,0.0,1
386,1,0,-1,2.434575757127733,2.1693294252312016,0.0,1
387,2,0,-1,3.0534235721995255,3.1630879359952373,0.0,1
388,3,0,-1,1.6269726558651607,2.677640707570029,0.0,1
389,4,0,-1,0.9222026088365298,2.7100276545854385,0.0,1
390,5,0,-1,2.486893820892191,11.892809353584285,0.0,1
391,6,0,-1,3.2975203800902464,14.753513631029533,0.0,1
392,0,0,-1,2.0456290434989635,11.401276796634667,0.0,1
393,1,0,-1,2.1241390226488086,12.643052497975763,0.0,1
394,2,0,-1,0.9764322055421555,13.734110473735939,0.0,1
395,3,0,-1,1.7424992619666408,11.902265396121123,0.0,1
396,4,0,-1,2.1693294252312016,11.867733852609803,0.0,1
397,5,1,-1,3.1630879359952373,2.9358172132793823,0.0,1
398,6,1,-1,2.677640707570029,2.4388749518653103,0.0,1
399,0,1,-1,2.7100276545854385,2.5110275660480963,0.0,1
400,1,1,0,11.892809353584285,0.8813836872947035,0.0,1
401,2,1,0,14.753513631029533,2.782852571063568,0.0,1
402,3,1,0,11.401276796634667,3.7808958323112067,0.0,1
403,4,1,0,12.643052497975763,2.955935027142622,0.0,1
404,5,1,0,13.734110473735939,-1.1619922085240724,0.0,1
405,6,1,0,11.902265396121123,1.4015735265581857,0.0,1
406,0,1,0,11.867733852609803,2.391397371411065,0.0,1
407,1,1,-1,2.9358172132793823,0.49273679037394935,0.0,1
408,2,1,-1,2.4388749518653103,2.7266664262254796,0.0,1
409,3,1,-1,2.5110275660480963,3.0596513888432053,0.0,1
410,4,1,-1,0.8813836872947035,0.9687775742745062,0.0,1
411,5,1,-1,2.782852571063568,2.4898432649200135,0.0,1
412,6,1,-1,3.7808958323112067,2.135528417746228,0.0,1
413,0,1,-1,2.955935027142622,2.630471677718803,0.0,1
414,1,1,-1,-1.1619922085240724,-0.054915252652951496,0.0,1
415,2,1,-1,1.4015735265581857,2.2518661491004477,0.0,1
416,3,1,-1,2.391397371411065,2.07205024807828,0.0,1
417,4,1,-1,0.49273679037394935,0.004344764795940481,0.0,1
418,5,1,-1,2.7266664262254796,2.051202583555952,0.0,1
419,6,1,-1,3.0596513888432053,0.20490755158398355,0.0,1
420,0,1,-1,0.9687775742745062,1.0471136246445778,0.0,1
421,1,1,-1,2.4898432649200135,0.08818790952747202,0.0,1
422,2,1,-1,2.135528417746228,1.9999000636573874,0.0,1
423,3,1,-1,2.630471677718803,1.887863975678875,0.0,1
424,4,1,-1,-0.054915252652951496,1.13382125315085,0.0,1
425,5,2,-1,2.2518661491004477,0.5930658218231142,0.0,1
426,6,2,-1,2.07205024807828,2.407768460339895,0.0,1
427,0,2,-1,0.004344764795940481,0.7127239199258498,0.0,1
428,1,2,-1,2.051202583555952,1.7771301448287358,0.0,1
429,2,2,-1,0.20490755158398355,1.2613041351932694,0.0,1
430,3,2,-1,1.0471136246445778,0.8785163375991117,0.0,1
431,4,2,-1,0.08818790952747202,1.2565251977328362,0.0,1
432,5,2,-1,1.9999000636573874,0.5072469453225824,0.0,1
433,6,2,-1,1.887863975678875,2.089058530449147,0.0,1
434,0,2,-1,1.13382125315085,1.979045158186822,0.0,1
435,1,2,-1,0.5930658218231142,1.6260124888533842,0.0,1
436,2,2,-1,2.407768460339895,0.5113040150666079,0.0,1
437,3,2,-1,0.7127239199258498,0.207699068989444,0.0,1
438,4,2,-1,1.7771301448287358,0.9623121311115375,0.0,1
439,5,2,-1,1.2613041351932694,-0.18853897323271362,0.0,1
440,6,2,-1,0.8785163375991117,2.148684527375577,0.0,1
441,0,2,-1,1.2565251977328362,1.1999604952740326,0.0,1
442,1,2,-1,0.5072469453225824,1.624337681118523,0.0,1
